field,G;intensity,a.u.
3141.95;1795
3142.05;1789
3142.15;1786
3142.25;1784
3142.35;1773
3142.45;1765
3142.55;1756
3142.65;1751
3142.75;1743
3142.85;1741
3142.95;1736
3143.06;1732
3143.16;1723
3143.26;1713
3143.36;1706
3143.46;1701
3143.56;1693
3143.66;1684
3143.76;1673
3143.86;1661
3143.96;1650
3144.06;1644
3144.16;1638
3144.26;1630
3144.36;1620
3144.46;1611
3144.56;1597
3144.66;1591
3144.76;1587
3144.86;1583
3144.96;1576
3145.06;1575
3145.16;1568
3145.26;1560
3145.36;1549
3145.46;1541
3145.56;1527
3145.66;1519
3145.76;1507
3145.86;1496
3145.96;1485
3146.06;1474
3146.16;1462
3146.26;1450
3146.36;1439
3146.46;1425
3146.56;1416
3146.66;1405
3146.76;1398
3146.86;1390
3146.96;1383
3147.06;1372
3147.16;1362
3147.26;1350
3147.36;1342
3147.46;1334
3147.56;1327
3147.66;1319
3147.76;1312
3147.86;1303
3147.96;1293
3148.06;1284
3148.16;1277
3148.26;1267
3148.36;1258
3148.46;1251
3148.56;1244
3148.66;1231
3148.76;1226
3148.86;1215
3148.96;1204
3149.06;1194
3149.16;1190
3149.26;1177
3149.36;1169
3149.46;1159
3149.56;1151
3149.66;1137
3149.76;1127
3149.86;1115
3149.96;1106
3150.06;1097
3150.16;1091
3150.26;1080
3150.36;1070
3150.46;1062
3150.56;1053
3150.66;1045
3150.76;1036
3150.86;1027
3150.96;1020
3151.07;1015
3151.17;1005
3151.27;998
3151.37;991
3151.47;985
3151.57;978
3151.67;972
3151.77;966
3151.87;961
3151.97;954
3152.07;944
3152.17;936
3152.27;933
3152.37;928
3152.47;926
3152.57;919
3152.67;912
3152.77;904
3152.87;903
3152.97;897
3153.07;898
3153.17;897
3153.27;896
3153.37;891
3153.47;891
3153.57;888
3153.67;888
3153.77;885
3153.87;881
3153.97;874
3154.07;871
3154.17;870
3154.27;871
3154.37;871
3154.47;872
3154.57;872
3154.67;875
3154.77;880
3154.87;882
3154.97;885
3155.07;890
3155.17;893
3155.27;894
3155.37;894
3155.47;893
3155.57;894
3155.67;898
3155.77;901
3155.87;903
3155.97;908
3156.07;912
3156.17;917
3156.27;925
3156.37;934
3156.47;941
3156.57;950
3156.67;958
3156.77;967
3156.87;976
3156.97;990
3157.07;999
3157.17;1012
3157.27;1021
3157.37;1032
3157.47;1040
3157.57;1050
3157.67;1053
3157.77;1065
3157.87;1076
3157.97;1089
3158.07;1102
3158.17;1114
3158.27;1125
3158.37;1138
3158.47;1151
3158.57;1163
3158.67;1176
3158.77;1188
3158.87;1195
3158.97;1203
3159.08;1211
3159.18;1221
3159.28;1234
3159.38;1249
3159.48;1260
3159.58;1270
3159.68;1280
3159.78;1294
3159.88;1311
3159.98;1329
3160.08;1348
3160.18;1367
3160.28;1385
3160.38;1402
3160.48;1418
3160.58;1433
3160.68;1448
3160.78;1461
3160.88;1477
3160.98;1493
3161.08;1506
3161.18;1520
3161.28;1539
3161.38;1552
3161.48;1568
3161.58;1585
3161.68;1602
3161.78;1614
3161.88;1631
3161.98;1647
3162.08;1665
3162.18;1679
3162.28;1692
3162.38;1708
3162.48;1725
3162.58;1741
3162.68;1760
3162.78;1777
3162.88;1795
3162.98;1809
3163.08;1826
3163.18;1841
3163.28;1859
3163.38;1882
3163.48;1904
3163.58;1919
3163.68;1933
3163.78;1946
3163.88;1960
3163.98;1973
3164.08;1992
3164.18;2009
3164.28;2024
3164.38;2038
3164.48;2053
3164.58;2065
3164.68;2079
3164.78;2090
3164.88;2105
3164.98;2123
3165.08;2137
3165.18;2152
3165.28;2165
3165.38;2178
3165.48;2189
3165.58;2203
3165.68;2214
3165.78;2227
3165.88;2239
3165.98;2250
3166.08;2261
3166.18;2272
3166.28;2280
3166.38;2294
3166.48;2308
3166.58;2321
3166.68;2331
3166.78;2346
3166.88;2359
3166.98;2371
3167.09;2381
3167.19;2391
3167.29;2399
3167.39;2409
3167.49;2418
3167.59;2428
3167.69;2435
3167.79;2449
3167.89;2457
3167.99;2463
3168.09;2472
3168.19;2483
3168.29;2489
3168.39;2501
3168.49;2508
3168.59;2513
3168.69;2519
3168.79;2526
3168.89;2531
3168.99;2539
3169.09;2546
3169.19;2552
3169.29;2561
3169.39;2568
3169.49;2578
3169.59;2583
3169.69;2591
3169.79;2598
3169.89;2603
3169.99;2607
3170.09;2611
3170.19;2616
3170.29;2623
3170.39;2629
3170.49;2635
3170.59;2637
3170.69;2639
3170.79;2640
3170.89;2646
3170.99;2652
3171.09;2658
3171.19;2660
3171.29;2659
3171.39;2657
3171.49;2664
3171.59;2666
3171.69;2669
3171.79;2672
3171.89;2679
3171.99;2677
3172.09;2684
3172.19;2688
3172.29;2692
3172.39;2694
3172.49;2700
3172.59;2701
3172.69;2707
3172.79;2711
3172.89;2713
3172.99;2716
3173.09;2720
3173.19;2723
3173.29;2721
3173.39;2721
3173.49;2722
3173.59;2724
3173.69;2727
3173.79;2729
3173.89;2729
3173.99;2728
3174.09;2728
3174.19;2727
3174.29;2728
3174.39;2730
3174.49;2728
3174.59;2725
3174.69;2721
3174.79;2720
3174.89;2721
3174.99;2720
3175.1;2717
3175.2;2722
3175.3;2723
3175.4;2725
3175.5;2729
3175.6;2736
3175.7;2732
3175.8;2732
3175.9;2731
3176;2732
3176.1;2727
3176.2;2731
3176.3;2731
3176.4;2731
3176.5;2727
3176.6;2724
3176.7;2719
3176.8;2717
3176.9;2714
3177;2712
3177.1;2709
3177.2;2706
3177.3;2703
3177.4;2701
3177.5;2701
3177.6;2698
3177.7;2698
3177.8;2699
3177.9;2698
3178;2698
3178.1;2696
3178.2;2695
3178.3;2697
3178.4;2695
3178.5;2694
3178.6;2696
3178.7;2696
3178.8;2693
3178.9;2691
3179;2687
3179.1;2683
3179.2;2679
3179.3;2680
3179.4;2675
3179.5;2676
3179.6;2674
3179.7;2671
3179.8;2667
3179.9;2669
3180;2667
3180.1;2667
3180.2;2664
3180.3;2665
3180.4;2661
3180.5;2661
3180.6;2658
3180.7;2659
3180.8;2661
3180.9;2664
3181;2664
3181.1;2665
3181.2;2663
3181.3;2660
3181.4;2657
3181.5;2658
3181.6;2654
3181.7;2651
3181.8;2647
3181.9;2646
3182;2647
3182.1;2647
3182.2;2644
3182.3;2642
3182.4;2637
3182.5;2634
3182.6;2631
3182.7;2629
3182.8;2624
3182.9;2621
